salesman number,salesman,gender,age,mobile phone,supply center,industry
11911206,Zhou Huanqing,Female,21,15060104803,Southwestern China,Military
11210628,Shi Runyi,Male,28,13911676010,Southwestern China,Military
12210722,Qi Yinxiang,Male,18,15076744537,Southwestern China,Military
11211615,He Banxiang,Female,28,18924078589,Eastern China,Internet
11610802,Xu Zhuyu,Male,24,18903294883,Eastern China,Internet
11612023,Yang Hanzhe,Male,24,18982417146,Eastern China,Internet
11311818,Yang Manyun,Female,27,18946478788,Eastern China,Internet
11111703,Xu Honglin,Male,29,13902792173,Eastern China,Internet
11210524,Jiang Rusi,Female,28,18668906200,Eastern China,Internet
12111922,Shui Nuobo,Male,19,13913540869,Eastern China,Internet
11210307,Wang Mucheng,Male,28,15068585157,Eastern China,Internet
11912729,Zhou Canqi,Male,21,15012145938,Eastern China,Internet
11210724,Tao Chengjun,Male,28,15034757254,Eastern China,Internet
12212519,Zheng Jingyun,Male,18,13913682824,Eastern China,Internet
12011017,Kong Yishan,Male,20,13846951812,Eastern China,Internet
11711517,Chen Hanfeng,Female,23,13852281965,Eastern China,Internet
11810008,Qing Jingping,Female,22,13829205071,Southwestern China,Military
11210706,Qi Jiabin,Male,28,13883890984,Southwestern China,Military
11411213,Zou Huasheng,Male,26,13890220609,Southern China,Bank
11710100,Zhang  biqin,Female,23,13913466199,Eastern China,Game
11310711,Qing Chumei,Female,27,13830026419,Eastern China,Game
12110710,Sun Jiaxuan,Male,19,18965536051,Eastern China,Game
11410600,Shen Yangchen,Male,26,13830653355,Eastern China,Game
12212516,Qing Pingning,Female,18,15036759293,Eastern China,Game
11410915,Xu Dongsi,Female,26,15618203439,Eastern China,Game
11910808,Zou Banqin,Female,21,13901142432,Southern China,Insurance
11510516,Qian Shunhang,Male,25,13904943158,Southern China,Insurance
11812101,Liu Wenjing,Male,22,18659494427,Southern China,Insurance
11610809,Yan Yuanxiang,Male,24,15057827326,Eastern China,Game
11410907,Cao Zicheng,Male,26,13973963674,Eastern China,Game
11710213,Wei Youman,Female,23,15690572094,Southern China,Computer
11110407,Yu Chutai,Male,29,13928637245,Eastern China,Game
11211902,Xie Jiafu,Male,28,18680749663,Eastern China,Game
11111424,Tao Shuxuan,Female,29,15085116120,Southern China,Computer
11711115,Yu Huasheng,Male,23,15621142637,Eastern China,Internet
11310220,Zhu Yuanchun,Female,27,13927562806,Eastern China,Internet
11410122,Chu Runyi,Male,26,18665857267,Eastern China,Internet
11412417,Sun Wenyan,Female,26,18663855859,Eastern China,Game
11210312,Zhu Honglin,Male,28,13825820064,Eastern China,Internet
11811124,Shi Hongbang,Male,22,18947053480,Eastern China,Internet
12010920,Kong Xiaocui,Female,20,15021189476,Eastern China,Internet
11812908,Jing Ziyan,Male,22,15688018946,Southern China,Bank
11311223,Wang Lisheng,Male,27,13947865508,Eastern China,Internet
11111609,Bai Ermei,Female,29,18673422309,Southern China,Internet
11610829,Kong Yuandong,Female,24,13957711628,Southern China,Insurance
12111228,Shi Tingping,Female,19,15061819814,Southwestern China,Military
11512607,Zhou Zhuodong,Male,25,13961123893,Southwestern China,Military
11412600,Xie Ercui,Female,26,18981092712,Southwestern China,Military
11510129,Kong Xumeng,Male,25,13943189492,Southwestern China,Military
11311306,Han Haizhen,Female,27,13821047811,Southwestern China,Military
11212203,You Qiaoqing,Female,28,13956614701,Southwestern China,Military
12111524,Jiang Jiaji,Male,19,18632801398,Eastern China,Internet
11711509,Zhang Binzhu,Male,23,13993214232,Eastern China,Internet
11610903,Zhang Miaorui,Male,24,18672794124,Eastern China,Internet
11112317,Chen Ziquan,Male,29,18900813304,Eastern China,Internet
11111206,Yang Baitao,Female,29,15660272878,Eastern China,Internet
11512419,Kong Aonan,Female,25,13891465941,Eastern China,Internet
11912012,Bai Hanzhe,Male,21,18938086436,Eastern China,Internet
11911722,Shi Guzhu,Female,21,18968522668,Eastern China,Internet
11612314,You Ruoke,Male,24,13940007283,Southwestern China,Military
12012601,Shui Huaiyun,Female,20,13916281841,Southwestern China,Military
11512702,Xie Wenyan,Female,25,18968451760,Southwestern China,Military
12211729,Shen Haifeng,Female,18,15620510105,Southwestern China,Military
11911407,Yang Guqiu,Female,21,18618885717,Southwestern China,Military
12112206,Qian Linghan,Female,19,13829631725,Southwestern China,Military
11511421,Qing Benqing,Male,25,13935686416,Eastern China,Internet
11111624,Li Benqing,Male,29,13889199951,Eastern China,Internet
11311313,Wei Shiyi,Male,27,13886365952,Eastern China,Internet
11410411,Qian Jishan,Female,26,13956678456,Southwestern China,Military
12212528,Chu Guqiu,Female,18,18974814682,Southwestern China,Military
12011011,He Yihao,Male,20,15652825716,Southwestern China,Military
11612829,Xu Yishan,Male,24,15045884000,Eastern China,Game
12010216,Xu Jiashu,Male,20,15683516519,Eastern China,Game
12010024,He Hanxiang,Male,20,18652217119,Eastern China,Internet
12112920,Qian Banxiang,Female,19,18620119860,Eastern China,Internet
11610322,Xie Tingqin,Female,24,13851038298,Southwestern China,Military
11411810,Zhang Zhixiang,Male,26,18648771704,Southern China,Internet
12212622,Qing  zixue,Female,18,15657449973,Eastern China,Internet
11310607,Chen Haoyan,Male,27,13870705830,Eastern China,Internet
12111814,Chen Jiashuai,Male,19,15003660263,Eastern China,Game
11911913,Chen Chenjia,Male,21,15098824410,Eastern China,Game
12012023,Jing Yishan,Female,20,15604491880,Eastern China,Internet
11110306,You Qicheng,Male,29,15640275929,Eastern China,Internet
11210013,Hua Zhaoyu,Male,28,15699277820,Eastern China,Internet
12211926,Zhou Miyan,Female,18,15014782909,Southwestern China,Military
12210804,Yu Haonan,Male,18,18620772002,Southwestern China,Military
11712725,Xie Pingning,Female,23,15014021450,Southwestern China,Military
11410308,Chen Jiabin,Male,26,15052390956,Southwestern China,Military
11412126,Zhao Yankun,Male,26,15006083021,Southwestern China,Military
11210923,Dou Wanzhi,Female,28,15098913299,Southwestern China,Military
11411011,He Yuke,Male,26,13862391062,Southwestern China,Military
11911822,You Shaohu,Male,21,18985524552,Southwestern China,Military
12011102,Liu Miaorui,Male,20,13875091436,Southwestern China,Military
12012128,Zhao Yihao,Male,20,15052905135,Eastern China,Internet
11910305,Shen Mengbai,Female,21,13973701454,Southwestern China,Military
12110813,He Xinyue,Male,19,13928811240,Southwestern China,Military
12111726,Chu Jingwen,Male,19,15646720643,Southwestern China,Military
11412215,Jiang Fanrui,Male,26,13930330234,Southwestern China,Military
11410104,Zou Muxue,Female,26,18658582425,Southwestern China,Military
12211323,Qian Jiaxuan,Male,18,13857780312,Southwestern China,Military
11910007,Shi Zhuodong,Male,21,15648162947,Eastern China,Internet
11712901,Zheng Lvping,Female,23,15668995243,Southwestern China,Military
11612201,Zhu Tinghan,Female,24,18936952957,Southwestern China,Military
11211004,Zhu Weian,Male,28,15694244602,Southwestern China,Military
11212015,He Ruixun,Male,28,13864072467,Southwestern China,Military
11712513,Tao Manrui,Male,23,13825405039,Southwestern China,Military
11210225,Bai Rusi,Female,28,15080012926,Southwestern China,Military
11112303,Shi Wenming,Male,29,15079523863,Southwestern China,Military
12210416,Tao Yibo,Female,18,13866742389,Southwestern China,Military
11510914,Wu Xiangchen,Male,25,18662243923,Southwestern China,Military
12012818,Zhou Yanbai,Female,20,13835332483,Southwestern China,Military
12212709,Chen Nianer,Female,18,15697366927,Southwestern China,Military
12210614,Yan Shumeng,Female,18,15660589740,Southwestern China,Military
11610619,Shui Ruoyan,Female,24,18637811038,Southwestern China,Military
